[2014/09/12 20:40:11] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42995, 46058)
[2014/09/13 20:42:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11526, 11986). Elapsed time: 22:44:09
[2014/09/13 20:53:10] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43796, 44256). Elapsed time: 22:52:02
[2014/09/13 20:54:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43796, 44256). Elapsed time: 23:01:59
[2014/09/13 21:25:46] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44257, 44717). Elapsed time: 23:33:41
[2014/09/13 21:25:58] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44257, 44717). Elapsed time: 23:24:50
[2014/09/13 21:39:47] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27661, 28121). Elapsed time: 23:47:45
[2014/09/13 21:40:56] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27661, 28121). Elapsed time: 23:42:47
[2014/09/13 22:18:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8760, 9220). Elapsed time: 00:26:10
[2014/09/13 22:19:19] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8760, 9220). Elapsed time: 00:21:10
[2014/09/13 22:28:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27200, 27660). Elapsed time: 00:30:06
[2014/09/13 22:28:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27200, 27660). Elapsed time: 00:36:13
[2014/09/13 22:49:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8299, 8759). Elapsed time: 00:57:08
[2014/09/13 22:50:16] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8299, 8759). Elapsed time: 00:52:07
[2014/09/13 23:33:31] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 26739, 27199). Elapsed time: 01:35:22
[2014/09/13 23:34:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 26739, 27199). Elapsed time: 01:42:01
[2014/09/13 23:37:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43335, 43795). Elapsed time: 01:36:21
[2014/09/13 23:37:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43335, 43795). Elapsed time: 01:45:07
[2014/09/13 23:51:27] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14753, 15213). Elapsed time: 01:53:19
[2014/09/13 23:53:45] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14753, 15213). Elapsed time: 02:01:39
[2014/09/14 00:17:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32271, 32731). Elapsed time: 02:25:06
[2014/09/14 00:18:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32271, 32731). Elapsed time: 02:20:29
[2014/09/14 00:56:26] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20746, 21206). Elapsed time: 03:04:19
[2014/09/14 00:57:02] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20746, 21206). Elapsed time: 02:58:54
[2014/09/14 01:59:39] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32732, 33192). Elapsed time: 04:01:30
[2014/09/14 01:59:39] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32732, 33192). Elapsed time: 04:07:35
[2014/09/14 05:36:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33193, 33653). Elapsed time: 07:44:17
[2014/09/14 05:37:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 30711, 33781). Elapsed time: 08:57:16
[2014/09/14 15:49:23] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 461)
[2014/09/14 15:49:57] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 461). Elapsed time: 00:00:33
[2014/09/14 15:50:22] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 46058)
[2014/09/14 16:00:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 1)
[2014/09/14 16:00:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 1). Elapsed time: 00:00:11
[2014/09/14 16:02:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 1)
[2014/09/14 16:05:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 1)
[2014/09/14 16:06:09] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 1). Elapsed time: 00:00:27
[2014/09/14 16:13:38] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42505, 42812)
[2014/09/14 16:13:38] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32033, 32340)
[2014/09/14 16:13:38] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8317, 8624)
[2014/09/14 16:13:38] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18789, 19096)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27721, 28028)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25257, 25564)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11397, 11704)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20945, 21252)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1541, 1848)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 34805, 35112)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4005, 4312)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41581, 41888)
[2014/09/14 16:13:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17865, 18172)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10473, 10780)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5853, 6160)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39733, 40040)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 29569, 29876)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 45585, 45892)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12013, 12320)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20329, 20636)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 34189, 34496)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2465, 2772)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35729, 36036)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24333, 24640)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21869, 22176)
[2014/09/14 16:13:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44045, 44352)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41889, 42196)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18173, 18480)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12321, 12628)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 617, 924)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33881, 34188)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 45893, 46058)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37269, 37576)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 925, 1232)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13553, 13860)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42813, 43120)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8933, 9240)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32649, 32956)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4621, 4928)
)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4929, 5236)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28645, 28952)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17249, 17556)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39425, 39732)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3697, 4004)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27413, 27720)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7085, 7392)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38501, 38808)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14785, 15092)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37885, 38192)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 29877, 30184)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6161, 6468)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8625, 8932)
)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14169, 14476)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7701, 8008)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32341, 32648)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18481, 18788)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42197, 42504)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15093, 15400)
[2014/09/14 16:13:41] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5545, 5852)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16325, 16632)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38809, 39116)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44353, 44660)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10781, 11088)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21561, 21868)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2157, 2464)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35421, 35728)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24641, 24948)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22793, 23100)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23409, 23716)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10165, 10472)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9549, 9856)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3389, 3696)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 36653, 36960)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14477, 14784)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2773, 3080)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22177, 22484)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43737, 44044)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 36037, 36344)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 31109, 31416)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7393, 7700)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38193, 38500)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 308)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12937, 13244)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33265, 33572)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19405, 19712)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 26797, 27104)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 36345, 36652)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 40349, 40656)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16633, 16940)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5237, 5544)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11705, 12012)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43429, 43736)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22485, 22792)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3081, 3388)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9857, 10164)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8009, 8316)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 31725, 32032)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37577, 37884)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25565, 25872)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1233, 1540)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 45277, 45584)
[2014/09/14 16:13:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20637, 20944)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6469, 6776)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39117, 39424)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15401, 15708)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28029, 28336)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32957, 33264)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13245, 13552)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23101, 23408)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9241, 9548)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4313, 4620)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17557, 17864)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41273, 41580)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19713, 20020)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24949, 25256)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11089, 11396)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 309, 616)
68)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35113, 35420)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1849, 2156)
)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12629, 12936)
[2014/09/14 16:13:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33573, 33880)
[2014/09/14 18:21:11] Shot <VSD_devel2011_8.shot_1649> does not exist in keyframes struct

[2014/09/14 18:36:08] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 45893, 46058). Elapsed time: 02:22:26
[2014/09/14 20:12:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6777, 7084). Elapsed time: 03:58:24
[2014/09/14 20:33:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11089, 11396). Elapsed time: 04:19:54
[2014/09/14 20:46:00] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37269, 37576). Elapsed time: 04:32:18
[2014/09/14 20:55:42] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 30493, 30800). Elapsed time: 04:42:00
[2014/09/14 20:55:45] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17865, 18172). Elapsed time: 04:42:05
[2014/09/14 21:01:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16633, 16940). Elapsed time: 04:48:11
[2014/09/14 21:08:08] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44661, 44968). Elapsed time: 04:54:24
[2014/09/14 21:16:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32033, 32340). Elapsed time: 05:03:02
[2014/09/14 21:23:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 31109, 31416). Elapsed time: 05:09:21
[2014/09/14 21:25:24] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19097, 19404). Elapsed time: 05:11:42
